record_id,Service,Scenario,Location,Sentiment,Sentiment Score,Latitude,Longitude,X,Y,Data_Type,Coordinate_Method
SIM-0147,Waymo,Verbal Distress,Tenderloin,Neutral,0.1,37.78359924416373,-122.41431677510516,-122.41431677510516,37.78359924416373,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0148,Uber,Fainting,Embarcadero,Positive,0.3333333333333333,37.79449568431879,-122.39337367805393,-122.39337367805393,37.79449568431879,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0149,Waymo,Claustrophobia,Tenderloin,Negative,-0.25,37.783882048441455,-122.41470882885768,-122.41470882885768,37.783882048441455,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0150,Uber,General,SOMA,Positive,0.1041666666666666,37.778446005840784,-122.40566434773324,-122.40566434773324,37.778446005840784,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0151,Waymo,Heart Attack,Castro,Neutral,0.0,37.76133977614653,-122.43516006542708,-122.43516006542708,37.76133977614653,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0152,Uber,Claustrophobia,Financial District,Neutral,0.0416666666666666,37.794799474318005,-122.39964468451583,-122.39964468451583,37.794799474318005,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0153,Waymo,Claustrophobia,Castro,Negative,-0.25,37.76087717464361,-122.43500741640787,-122.43500741640787,37.76087717464361,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0154,Waymo,Fainting,SOMA,Neutral,0.0,37.778132835193595,-122.40545165578901,-122.40545165578901,37.778132835193595,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0155,Uber,General,Mission District,Positive,0.1041666666666666,37.75962107194725,-122.41539816313944,-122.41539816313944,37.75962107194725,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0156,Waymo,Claustrophobia,Tenderloin,Negative,-0.25,37.78367466116359,-122.41332568935327,-122.41332568935327,37.78367466116359,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0157,Uber,General,SOMA,Positive,0.1041666666666666,37.777814107880204,-122.405996,-122.405996,37.777814107880204,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0158,Uber,Verbal Distress,Tenderloin,Positive,0.2166666666666666,37.783903756232846,-122.41379225543483,-122.41379225543483,37.783903756232846,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0159,Waymo,Wrong Address,Embarcadero,Negative,-0.15,37.795852241638535,-122.39347125160529,-122.39347125160529,37.795852241638535,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0160,Uber,Fainting,SOMA,Positive,0.3333333333333333,37.778278,-122.40521548472073,-122.40521548472073,37.778278,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0161,Waymo,Wrong Address,Mission District,Negative,-0.15,37.75982231130156,-122.414724976896,-122.414724976896,37.75982231130156,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0162,Waymo,Heart Attack,Mission District,Neutral,0.0,37.75971119827692,-122.4152673006627,-122.4152673006627,37.75971119827692,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0163,Waymo,Heart Attack,Mission District,Neutral,0.0,37.759685749806586,-122.41452577225775,-122.41452577225775,37.759685749806586,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0164,Uber,Heart Attack,Tenderloin,Positive,0.3333333333333333,37.784077881074154,-122.41412369162595,-122.41412369162595,37.784077881074154,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0165,Waymo,General,Embarcadero,Positive,0.215625,37.795919936031964,-122.39369266998929,-122.39369266998929,37.795919936031964,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0166,Uber,Verbal Distress,Embarcadero,Positive,0.2166666666666666,37.79495010052665,-122.39365189003,-122.39365189003,37.79495010052665,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0167,Waymo,Verbal Distress,SOMA,Neutral,0.1,37.779339872063936,-122.40561466002141,-122.40561466002141,37.779339872063936,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0168,Waymo,Verbal Distress,Castro,Neutral,0.1,37.7608275478803,-122.43493701833322,-122.43493701833322,37.7608275478803,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0169,Waymo,Wrong Address,Castro,Negative,-0.15,37.760224792063916,-122.43430080171407,-122.43430080171407,37.760224792063916,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0170,Uber,Verbal Distress,SOMA,Positive,0.2166666666666666,37.77851130743693,-122.40527619737205,-122.40527619737205,37.77851130743693,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0171,Waymo,Claustrophobia,SOMA,Negative,-0.25,37.77798702207739,-122.4047462613685,-122.4047462613685,37.77798702207739,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0172,Waymo,Heart Attack,Mission District,Neutral,0.0,37.759923070280706,-122.41479338470346,-122.41479338470346,37.759923070280706,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0173,Waymo,Claustrophobia,Financial District,Negative,-0.25,37.79352263082572,-122.39982466300836,-122.39982466300836,37.79352263082572,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0174,Waymo,Wrong Address,Embarcadero,Negative,-0.15,37.79536701712133,-122.39352978967722,-122.39352978967722,37.79536701712133,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0175,Uber,General,Mission District,Positive,0.1041666666666666,37.760239391857915,-122.41439552853403,-122.41439552853403,37.760239391857915,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0176,Waymo,Wrong Address,Financial District,Negative,-0.15,37.79350674405211,-122.39974635289654,-122.39974635289654,37.79350674405211,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0177,Uber,Verbal Distress,Financial District,Positive,0.2166666666666666,37.794728381359775,-122.40005853777613,-122.40005853777613,37.794728381359775,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0178,Waymo,Heart Attack,Tenderloin,Neutral,0.0,37.7846622381434,-122.41412678867036,-122.41412678867036,37.7846622381434,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0179,Uber,Fainting,Castro,Positive,0.3333333333333333,37.76064996365738,-122.43427384173394,-122.43427384173394,37.76064996365738,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0180,Uber,General,SOMA,Positive,0.1041666666666666,37.77858394882947,-122.40560293155772,-122.40560293155772,37.77858394882947,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0181,Uber,Claustrophobia,Embarcadero,Neutral,0.0416666666666666,37.796011805487716,-122.39390678283957,-122.39390678283957,37.796011805487716,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0182,Uber,Heart Attack,Financial District,Positive,0.3333333333333333,37.794815976636855,-122.39964260906712,-122.39964260906712,37.794815976636855,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0183,Uber,Wrong Address,Mission District,Neutral,0.0916666666666666,37.76003238580661,-122.41469656887215,-122.41469656887215,37.76003238580661,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0184,Uber,Verbal Distress,Mission District,Positive,0.2166666666666666,37.760607586048124,-122.41502990864382,-122.41502990864382,37.760607586048124,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0185,Uber,General,Castro,Positive,0.1041666666666666,37.76080168832218,-122.43612370761944,-122.43612370761944,37.76080168832218,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0186,Uber,General,Tenderloin,Positive,0.1041666666666666,37.78435768594076,-122.41519558984731,-122.41519558984731,37.78435768594076,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0187,Waymo,General,Financial District,Positive,0.215625,37.79522769730076,-122.4001039512163,-122.4001039512163,37.79522769730076,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0188,Uber,Fainting,SOMA,Positive,0.3333333333333333,37.77878519770331,-122.40642827427223,-122.40642827427223,37.77878519770331,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0189,Uber,Wrong Address,Castro,Neutral,0.0916666666666666,37.760322627772325,-122.43470581415617,-122.43470581415617,37.760322627772325,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0190,Waymo,General,Mission District,Positive,0.215625,37.75966364613928,-122.41484167556264,-122.41484167556264,37.75966364613928,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0191,Waymo,Heart Attack,Tenderloin,Neutral,0.0,37.785186306996465,-122.41406138359143,-122.41406138359143,37.785186306996465,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0192,Uber,Fainting,Castro,Positive,0.3333333333333333,37.76109401552932,-122.43493696053315,-122.43493696053315,37.76109401552932,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0193,Waymo,General,Mission District,Positive,0.215625,37.759874913168815,-122.41503868525488,-122.41503868525488,37.759874913168815,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0194,Uber,General,Tenderloin,Positive,0.1041666666666666,37.784098398333704,-122.4151666752823,-122.4151666752823,37.784098398333704,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0195,Waymo,Claustrophobia,Financial District,Negative,-0.25,37.79401170784209,-122.40006869006176,-122.40006869006176,37.79401170784209,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0196,Waymo,General,Mission District,Positive,0.215625,37.76004030928933,-122.41483239295182,-122.41483239295182,37.76004030928933,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0197,Uber,Fainting,Embarcadero,Positive,0.3333333333333333,37.79557764571353,-122.39341022225211,-122.39341022225211,37.79557764571353,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0198,Uber,General,Mission District,Positive,0.1041666666666666,37.759906882917235,-122.41479017017546,-122.41479017017546,37.759906882917235,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0199,Uber,Verbal Distress,Embarcadero,Positive,0.2166666666666666,37.7952779503142,-122.39474466163757,-122.39474466163757,37.7952779503142,Simulated,Approximate neighborhood centroid plus deterministic jitter
SIM-0200,Uber,General,Mission District,Positive,0.1041666666666666,37.75964158708619,-122.41453240559427,-122.41453240559427,37.75964158708619,Simulated,Approximate neighborhood centroid plus deterministic jitter
